2018-12-20__19:34 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 30 minutes] [0.84,0.52,0.43] 41514M 39.9% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__19:35 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 31 minutes] [0.71,0.54,0.44] 41514M 39.9% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__19:36 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 32 minutes] [0.70,0.56,0.46] 41514M 39.9% 7843M 25.7% +45.0°C normal normal normal
2018-12-20__19:50 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 45 minutes] [0.39,0.63,0.55] 41514M 39.8% 7843M 26.0% +44.0°C normal normal normal
2018-12-20__19:51 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 46 minutes] [0.24,0.55,0.53] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:52 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 47 minutes] [0.08,0.45,0.49] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 49 minutes] [0.42,0.46,0.49] 41514M 39.8% 7843M 26.0% +44.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.38,0.45,0.48] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.43,0.46,0.49] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.40,0.45,0.48] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.37,0.44,0.48] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.38,0.45,0.48] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.35,0.44,0.48] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.32,0.43,0.47] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.30,0.42,0.47] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__19:54 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.27,0.42,0.47] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.33,0.43,0.47] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.31,0.42,0.47] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 50 minutes] [0.28,0.41,0.47] 41514M 39.8% 7843M 25.9% +45.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.26,0.40,0.46] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.24,0.40,0.46] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.22,0.39,0.46] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.20,0.38,0.45] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.18,0.38,0.45] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.33,0.40,0.46] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.30,0.40,0.46] 41514M 39.8% 7843M 25.9% +45.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.44,0.42,0.47] 41514M 39.8% 7843M 26.0% +44.0°C normal normal normal
2018-12-20__19:55 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.40,0.42,0.46] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:56 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.45,0.43,0.47] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
